[09Jun2025 00:00:13.463] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Xonsret has made the advancement [Stone Age]
[09Jun2025 00:00:23.694] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Xonsret has made the advancement [Getting an Upgrade]
[09Jun2025 00:00:40.223] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: El_Vertex_mc has made the advancement [Copy]
[09Jun2025 00:00:40.225] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: El_Vertex_mc has made the advancement [Select Technique]
[09Jun2025 00:01:04.719] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: El_Vertex_mc has made the advancement [Fame -4-]
[09Jun2025 00:01:04.720] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: El_Vertex_mc has made the advancement [Fame -3-]
[09Jun2025 00:01:55.462] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Moreauler has made the advancement [Stone Age]
[09Jun2025 00:02:12.568] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Moreauler has made the advancement [Getting an Upgrade]
[09Jun2025 00:02:27.632] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Made Xonsret a server operator
[09Jun2025 00:02:30.317] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Xonsret: Set own game mode to Creative Mode]
[09Jun2025 00:02:52.649] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Xonsret: Set own game mode to Survival Mode]
[09Jun2025 00:03:09.192] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Xonsret: Set own game mode to Creative Mode]
[09Jun2025 00:03:44.815] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Xonsret: Set own game mode to Survival Mode]
[09Jun2025 00:04:01.231] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Xonsret has made the advancement [Insect]
[09Jun2025 00:04:21.712] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: El_Vertex_mc has made the advancement [Light as a Rabbit]
[09Jun2025 00:05:12.423] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Xonsret: Gamerule keepInventory is now set to: true]
[09Jun2025 00:05:33.068] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Xonsret died
[09Jun2025 00:05:33.168] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: El_Vertex_mc died because of Moreauler
[09Jun2025 00:05:58.297] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Xonsret: Teleported 3 entities to Moreauler]
[09Jun2025 00:06:06.859] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: El_Vertex_mc died
[09Jun2025 00:06:26.461] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Xonsret died
[09Jun2025 00:06:29.709] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Moreauler died
[09Jun2025 00:06:34.248] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Xonsret: Teleported 3 entities to Moreauler]
[09Jun2025 00:06:52.036] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Xonsret: Set the time to 1000]
[09Jun2025 00:07:59.347] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: El_Vertex_mc moved too quickly! 15.40952114493296,1.3766173887424884,7.5185468466096665
[09Jun2025 00:07:59.759] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Xonsret has reached the goal [Reverse Cursed Technique Lv2]
[09Jun2025 00:08:33.808] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: El_Vertex_mc died
[09Jun2025 00:11:48.945] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=62, z=-448}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.945] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=61, z=-448}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.945] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=60, z=-448}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.945] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=59, z=-448}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.945] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=58, z=-448}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.945] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=57, z=-448}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.946] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=56, z=-448}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.946] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=63, z=-447}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.946] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=62, z=-447}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.946] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=61, z=-447}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.946] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=60, z=-447}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.946] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=59, z=-447}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.946] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=58, z=-447}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.946] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=57, z=-447}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.946] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=63, z=-446}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.947] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=62, z=-446}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.947] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=61, z=-446}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
[09Jun2025 00:11:48.947] [Worker-Main-21/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -28], pos: BlockPos{x=-112, y=60, z=-446}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / recrafted_creatures:beaver_dam]
